hashtag,tweet_utc_date,user_name,user_screen_name,tweet_text,tweet_url,tweet_id,user_profile_image_url,user_location,source,in_reply_to_screen_name,in_reply_to_status_id,image_link,retweet_count,favorite_count,time_zone,geo_enabled,geography,coordinates,lang
#NICAR17,2017-03-06 23:59:00+00:00,Anatoliy Bondarenko,dvrnd,"Honestly, #NICAR17 was the best conference I've attended so far. So glad @kleinmatic suggested to me this wonderful ""congress of nerds""",https://twitter.com/dvrnd/status/838901760643248130,838901760643248000,http://pbs.twimg.com/profile_images/486256975861141508/uRKv8k3f_normal.jpeg,"Kyiv, Ukraine","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,2,16,Greenland,FALSE,,,en
#NICAR17,2017-03-06 23:49:50+00:00,Chris Essig,CEssig,RT @AditiHBhandari: oh hey did I tell you I gave a lightning talk at #NICAR17 about physical self-care as a dev? here are my slides! https,https://twitter.com/CEssig/status/838899455827009537,838899455827009000,http://pbs.twimg.com/profile_images/572235785199472640/qd8dsK34_normal.jpeg,"Austin, TX","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,14,0,Central Time (US & Canada),TRUE,,,en
#NICAR17,2017-03-06 23:19:25+00:00,KRH!,BareFeetMom,"RT @dabeard: A pin for 2017, via @kleinmatic @JessicaHuseman #NICAR17 https://t.co/60gCy6o7Ue",https://twitter.com/BareFeetMom/status/838891800945385473,838891800945385000,http://pbs.twimg.com/profile_images/1778294773/purpletulips_normal.jpg,USA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,94,0,Eastern Time (US & Canada),FALSE,,,en
#NICAR17,2017-03-06 23:17:04+00:00,Pippin Lee,pippinlee,@pippinlee It's also pretty neat that we'll have @elthenerd joining to give us a run down of what went down at #NICAR17,https://twitter.com/pippinlee/status/838891207845691397,838891207845691000,http://pbs.twimg.com/profile_images/477938754686967808/VnOU0i_D_normal.jpeg,Toronto,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",pippinlee,838890507027767000,,0,0,Eastern Time (US & Canada),TRUE,,,en
#NICAR17,2017-03-06 23:07:33+00:00,Jasmine Ye Han,JasmineHanYe,RT @Cezary: Here is the link to my #NICAR17 #FOIAFriday #LightningTalk about stuff I've said to FOIA officers to get stuff: https://t.co/3q,https://twitter.com/JasmineHanYe/status/838888813468483584,838888813468483000,http://pbs.twimg.com/profile_images/502875966046105600/JjLYgd5x_normal.jpeg,"Washington, DC","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,75,0,Beijing,TRUE,,,en
#NICAR17,2017-03-06 23:03:40+00:00,Jennifer Peebles,jpeebles,"RT @palewire: My 3 #NICAR17 clases are free for anyone online. Get coding!* https://t.co/qxUtcU2O1q* https://t.co/ynbPHL5idO* https://t",https://twitter.com/jpeebles/status/838887837126778881,838887837126778000,http://pbs.twimg.com/profile_images/800712810120564736/8jE60nSe_normal.jpg,"Atlanta, GA","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,12,0,America/New_York,FALSE,,,en
#NICAR17,2017-03-06 23:03:22+00:00,Karrie Kehoe,KarrieKehoe,.@palewire is a and a gent. Check out his #NICAR17 coding classes https://t.co/NGPrdlnmpq,https://twitter.com/KarrieKehoe/status/838887762061316097,838887762061316000,http://pbs.twimg.com/profile_images/830874848012431365/sxU2lpaK_normal.jpg,London/Dublin,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,2,2,,FALSE,,,en
#NICAR17,2017-03-06 22:59:48+00:00,Aditi Bhandari,AditiHBhandari,"RT @palewire: My 3 #NICAR17 clases are free for anyone online. Get coding!* https://t.co/qxUtcU2O1q* https://t.co/ynbPHL5idO* https://t",https://twitter.com/AditiHBhandari/status/838886861569409027,838886861569409000,http://pbs.twimg.com/profile_images/705621618643472385/o-NDJzTa_normal.jpg,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,12,0,Central Time (US & Canada),TRUE,,,en
#NICAR17,2017-03-06 22:59:34+00:00,Michael Morisy,morisy,"RT @palewire: My 3 #NICAR17 clases are free for anyone online. Get coding!* https://t.co/qxUtcU2O1q* https://t.co/ynbPHL5idO* https://t",https://twitter.com/morisy/status/838886805550297088,838886805550297000,http://pbs.twimg.com/profile_images/798990090336866304/yh-_aB1C_normal.jpg,"Undisclosed Bunker, Cambridge","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,12,0,Eastern Time (US & Canada),TRUE,,,en
#NICAR17,2017-03-06 22:58:46+00:00,Geoff Hing,geoffhing,"RT @palewire: My 3 #NICAR17 clases are free for anyone online. Get coding!* https://t.co/qxUtcU2O1q* https://t.co/ynbPHL5idO* https://t",https://twitter.com/geoffhing/status/838886603015729156,838886603015729000,http://pbs.twimg.com/profile_images/2009944497/61490_1470177995069_1252170830_31447360_6813283_n_normal.jpg,"Chicago, IL","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,12,0,Central Time (US & Canada),TRUE,,,en
#NICAR17,2017-03-06 22:58:45+00:00,Andrew Stanfill,madshrew,"RT @dataeditor: If you saw me sitting on my laptop reading during the last 24 hours of so of #NICAR17, this is what I was doing. https://t.",https://twitter.com/madshrew/status/838886598716588034,838886598716588000,http://pbs.twimg.com/profile_images/514489412034367488/YKpdIn4w_normal.jpeg,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,1,0,Eastern Time (US & Canada),TRUE,,,en
#NICAR17,2017-03-06 22:57:24+00:00,Steven Rich,dataeditor,"If you saw me sitting on my laptop reading during the last 24 hours of so of #NICAR17, this is what I was doing. https://t.co/ebk2omjASb",https://twitter.com/dataeditor/status/838886258990583810,838886258990583000,http://pbs.twimg.com/profile_images/560115646080376833/biNBpeW7_normal.png," , DC","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",dataeditor,838885439268392000,,1,5,Eastern Time (US & Canada),TRUE,,,en
#NICAR17,2017-03-06 22:41:55+00:00,Daniele Palumbo,Danict89,RT @jonkeegan: Spotted about a mile south of #NICAR17  https://t.co/6oyNui10Rf,https://twitter.com/Danict89/status/838882361353830400,838882361353830000,http://pbs.twimg.com/profile_images/477832677929013248/VY2cfPM8_normal.jpeg,London,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,3,0,London,TRUE,,,en
#NICAR17,2017-03-06 22:33:22+00:00,The Addictionary,addictionary,The latest The #Wordie #Newword Daily! https://t.co/OqOMiaPqHk Thanks to @KOKEdit @calaggie #nicar17,https://twitter.com/addictionary/status/838880211307483136,838880211307483000,http://pbs.twimg.com/profile_images/52405074/addictionary_logo_v4.3_normal.png,"Park City, Utah","<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",,,,0,0,Mountain Time (US & Canada),FALSE,,,en
#NICAR17,2017-03-06 22:30:21+00:00,Daniele Palumbo,Danict89,"RT @ToTheVictor: ICYMI  Latest @Medium post from #NICAR17 on 30 tech tools with @journtoolbox. Lotsa data, social, mobile apps.https",https://twitter.com/Danict89/status/838879452713086976,838879452713086000,http://pbs.twimg.com/profile_images/477832677929013248/VY2cfPM8_normal.jpeg,London,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,4,0,London,TRUE,,,en
#NICAR17,2017-03-06 22:25:15+00:00,Daniele Palumbo,Danict89,"RT @benbwieder: Here are updated tips from @CrinaBoros, @JeffKLO, @sandhya__k &amp; me on collaborating with other newsrooms #NICAR17 https://t",https://twitter.com/Danict89/status/838878166819213312,838878166819213000,http://pbs.twimg.com/profile_images/477832677929013248/VY2cfPM8_normal.jpeg,London,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,4,0,London,TRUE,,,en
#NICAR17,2017-03-06 22:24:38+00:00,Data Stories,datastoriespk1,"RT @gijn: Couldn't make it to #NICAR17? @MacDiva has you covered with her compilation of slides, links &amp; tutorials @IRE_NICAR https://t.co/",https://twitter.com/datastoriespk1/status/838878011277606913,838878011277606000,http://pbs.twimg.com/profile_images/655336748311040000/lhg_PanN_normal.jpg,"Lahore, Pakistan.","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",,,,9,0,Karachi,FALSE,,,en
#NICAR17,2017-03-06 22:24:18+00:00,Daniele Palumbo,Danict89,RT @JohnMuyskens: drowning in #NICAR17 tabs https://t.co/EyjpFNi5Ti,https://twitter.com/Danict89/status/838877927513149442,838877927513149000,http://pbs.twimg.com/profile_images/477832677929013248/VY2cfPM8_normal.jpeg,London,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,1,0,London,TRUE,,,en
#NICAR17,2017-03-06 22:01:33+00:00,John Muyskens,JohnMuyskens,drowning in #NICAR17 tabs https://t.co/EyjpFNi5Ti,https://twitter.com/JohnMuyskens/status/838872205345849345,838872205345849000,http://pbs.twimg.com/profile_images/721871412764491777/bTT-nUjW_normal.jpg,us-east-1,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,1,2,Atlantic Time (Canada),TRUE,,,en
